52a441,2025-04-08 20:13:20,DOWN,pedra,
003b63,2025-04-08 20:13:23,DOWN,casais,
773687,2025-04-08 20:13:25,DOWN,baruel,
484dd2,2025-04-08 20:13:28,PICK,pintando,
741a47,2025-04-08 20:13:32,TEST,pintando,100
17dd76,2025-04-08 20:13:39,BACK,pintando,
ff3883,2025-04-08 20:13:41,PICK,mumia,
f8436d,2025-04-08 20:13:46,TEST,mumia,88
6523d9,2025-04-08 20:14:20,BACK,mumia,
56e290,2025-04-08 20:14:24,PICK,fuga,
5491ca,2025-04-08 20:14:30,TEST,fuga,80
c3aeb1,2025-04-08 20:14:31,BACK,fuga,
a2b0b7,2025-04-08 20:14:33,PICK,pedra,
ae2586,2025-04-08 20:14:39,TEST,pedra,100
172443,2025-04-08 20:14:46,BACK,pedra,
45d9a2,2025-04-08 20:15:14,OPEN,,
41eec5,2025-04-08 20:15:23,PICK,pedra,
3f740a,2025-04-08 20:15:29,TEST,pedra,100
a18e07,2025-04-08 20:15:44,PICK,mumia,
767db5,2025-04-08 20:16:29,TEST,mumia,100
20b1d4,2025-04-08 20:16:36,TEST,mumia,100
31f56c,2025-04-08 20:16:36,BACK,mumia,
2dacb3,2025-04-08 20:16:41,PICK,pintando,
1e3070,2025-04-08 20:16:43,TEST,pintando,100
21582e,2025-04-08 20:16:44,BACK,pintando,
86363c,2025-04-08 20:16:45,PICK,fuga,
1e0fe5,2025-04-08 20:16:50,TEST,fuga,80
39e20e,2025-04-08 20:17:13,FREE,fuga,
e50f22,2025-04-08 20:21:44,TEST,fuga,100
8e7df0,2025-04-08 20:21:49,TEST,fuga,100
e0ce70,2025-04-08 20:21:49,BACK,fuga,
deb9bf,2025-04-08 20:21:53,PICK,pedra,
953af8,2025-04-08 20:21:58,TEST,pedra,100
ad8d92,2025-04-08 20:21:59,BACK,pedra,
1a9a97,2025-04-08 20:22:02,PICK,casais,
c83ffd,2025-04-08 20:22:05,TEST,casais,100
f5e8b4,2025-04-08 20:22:06,BACK,casais,
412b05,2025-04-08 20:22:08,PICK,baruel,
076ac6,2025-04-08 20:26:24,BACK,pedra,
e8d03c,2025-04-08 20:26:26,QUIT,,
21a2e8,2025-04-08 20:35:15,FREE,baruel,
3b8a40,2025-04-08 20:42:37,FREE,baruel,
c8dcb2,2025-04-08 20:48:41,OPEN,,
be6081,2025-04-08 20:48:44,PICK,baruel,
3a56dc,2025-04-08 20:48:47,FREE,baruel,
074140,2025-04-08 20:50:09,FREE,baruel,
d4160a,2025-04-08 20:58:08,TEST,baruel,0
4656e1,2025-04-08 21:10:43,FREE,baruel,
f235aa,2025-04-08 21:14:26,OPEN,,
d7cfd4,2025-04-08 21:14:27,PICK,baruel,
1d43a9,2025-04-08 21:14:29,FREE,baruel,
8f3f18,2025-04-08 21:23:38,TEST,baruel,0
acfdc3,2025-04-08 21:24:22,FREE,baruel,
2ae77c,2025-04-08 21:26:40,TEST,baruel,25
459e9c,2025-04-08 21:28:28,TEST,baruel,50
567232,2025-04-08 21:29:13,TEST,baruel,50
23e223,2025-04-08 21:29:48,FREE,baruel,
6a1d0e,2025-04-08 21:34:51,TEST,baruel,100
9f2f22,2025-04-08 21:35:02,TEST,baruel,100
b429df,2025-04-08 21:35:02,BACK,baruel,
6765ba,2025-04-08 21:35:23,SELF,baruel,"{c:100,a:5,s:4}"
5d2bd7,2025-04-08 21:35:30,PICK,baruel,
86a2d6,2025-04-08 21:35:32,TEST,baruel,100
3915dd,2025-04-08 21:35:32,BACK,baruel,
6c0f43,2025-04-08 21:35:48,SELF,baruel,"{c:100,a:4,s:4}"
071801,2025-04-08 21:35:51,PICK,pedra,
d5efb5,2025-04-08 21:35:52,BACK,pedra,
85ca70,2025-04-08 21:35:55,DOWN,pedra,
a632c8,2025-04-08 21:36:05,SELF,pedra,"{c:100,a:6,s:4}"
6755e6,2025-04-08 21:36:07,PICK,baruel,
7c6b27,2025-04-08 21:36:10,TEST,baruel,100
fed1c5,2025-04-08 21:36:10,BACK,baruel,
d953a5,2025-04-08 21:36:25,SELF,baruel,"{c:100,a:5,s:5}"
791437,2025-04-08 21:36:30,DOWN,gomos,
d8d9cd,2025-04-08 21:36:34,PICK,gomos,
4c7acf,2025-04-08 21:40:16,BACK,gomos,
3a561d,2025-04-08 21:40:18,QUIT,,
91841c,2025-04-09 17:37:27,OPEN,,
b11769,2025-04-09 17:37:43,DOWN,princesa,
d1a654,2025-04-09 17:37:57,DOWN,apagando,
dc76bb,2025-04-09 17:38:25,PICK,gomos,
8257ca,2025-04-09 17:38:28,TEST,gomos,0
2040b6,2025-04-09 17:44:56,TEST,gomos,0
fdd946,2025-04-09 17:45:12,TEST,gomos,0
6a5062,2025-04-09 17:46:22,TEST,gomos,0
24fc37,2025-04-09 17:52:27,TEST,gomos,0
21b7fe,2025-04-09 17:54:44,TEST,gomos,0
052e94,2025-04-09 17:54:45,TEST,gomos,0
4b5418,2025-04-09 17:54:47,TEST,gomos,0
e072a6,2025-04-09 18:01:27,TEST,gomos,100
38c601,2025-04-09 18:01:35,BACK,gomos,
70924b,2025-04-09 18:05:30,PICK,apagando,
c34fff,2025-04-09 18:05:34,TEST,apagando,0
45531c,2025-04-09 18:05:55,TEST,apagando,0
3f5143,2025-04-09 18:07:10,TEST,apagando,0
f56d8b,2025-04-09 18:08:14,TEST,apagando,0
a7202f,2025-04-09 18:11:22,TEST,apagando,0
8b6250,2025-04-09 18:11:28,BACK,apagando,
2db0fc,2025-04-09 18:11:36,PICK,apagando,
b300ce,2025-04-09 18:11:40,TEST,apagando,0
abe1ee,2025-04-09 18:19:02,TEST,apagando,0
b97ec0,2025-04-09 18:21:32,TEST,apagando,0
a7867b,2025-04-09 18:21:46,TEST,apagando,0
911c45,2025-04-09 18:24:23,TEST,apagando,0
0cfd72,2025-04-09 18:25:01,TEST,apagando,0
d0b671,2025-04-09 18:37:57,TEST,apagando,0
ab7989,2025-04-09 18:38:55,TEST,apagando,0
a96139,2025-04-10 18:24:02,OPEN,,
11357d,2025-04-10 22:08:03,OPEN,,
eebcdd,2025-04-10 22:08:32,PICK,gomos,
9e5a1c,2025-04-10 22:08:35,TEST,gomos,100
9ffed9,2025-04-10 22:50:58,TEST,gomos,100
3899e7,2025-04-10 22:51:11,BACK,gomos,
1c4666,2025-04-10 22:51:31,SELF,gomos,"{c:100,a:4,s:3}"
841cf9,2025-04-10 22:53:33,DOWN,princesa,
edef4c,2025-04-10 22:53:53,DOWN,apagando,
825c99,2025-04-10 22:53:55,PICK,princesa,
b61ee7,2025-04-10 22:53:57,TEST,princesa,0
edee9d,2025-04-10 22:56:11,BACK,princesa,
eb3506,2025-04-10 22:56:15,QUIT,,
95ad4d,2025-04-10 22:56:20,OPEN,,
0a919a,2025-04-10 23:37:02,PICK,princesa,
b1ce34,2025-04-10 23:39:57,BACK,princesa,
6140de,2025-04-10 23:39:58,QUIT,,
162a7c,2025-04-11 14:16:13,OPEN,,
48b4c7,2025-04-11 14:16:20,DOWN,princesa,
126530,2025-04-11 14:16:23,PICK,princesa,
3be9c3,2025-04-11 14:26:14,FREE,princesa,
84e5fd,2025-04-11 14:29:03,FREE,princesa,
90fe83,2025-04-11 14:29:37,FREE,princesa,
53128e,2025-04-11 15:25:05,BACK,princesa,
320b49,2025-04-11 15:25:06,QUIT,,
dbae76,2025-04-11 16:11:06,OPEN,,
439481,2025-04-11 16:11:08,PICK,princesa,
2887fe,2025-04-11 16:11:10,FREE,princesa,
944202,2025-04-11 16:11:52,OPEN,,
074411,2025-04-11 16:12:12,PICK,princesa,
a2d5f1,2025-04-11 16:12:13,FREE,princesa,
b98b83,2025-04-11 17:59:34,BACK,princesa,
0face8,2025-04-11 17:59:37,QUIT,,
c532ae,2025-04-13 20:51:26,OPEN,,
4d8dfc,2025-04-13 20:51:29,PICK,princesa,
578630,2025-04-13 20:56:50,BACK,princesa,
5b37cd,2025-04-13 20:56:50,QUIT,,
22239e,2025-04-13 21:36:39,OPEN,,
29b119,2025-04-13 21:37:02,PICK,pedra,
575238,2025-04-13 21:41:51,BACK,pedra,
9e90cf,2025-04-13 21:41:59,PICK,pedra,
9ecc61,2025-04-13 21:42:10,TEST,pedra,0
1a1ab8,2025-04-13 21:50:03,TEST,pedra,0
d6aa50,2025-04-13 21:52:53,TEST,pedra,25
0866a6,2025-04-13 21:53:44,TEST,pedra,25
9abba5,2025-04-13 21:54:05,TEST,pedra,0
d52e88,2025-04-13 21:55:08,TEST,pedra,0
143d9d,2025-04-13 21:55:20,TEST,pedra,66
007ecb,2025-04-13 21:56:03,TEST,pedra,50
a47fe9,2025-04-13 21:57:37,TEST,pedra,50
3a3c4a,2025-04-13 21:59:29,TEST,pedra,50
1b1640,2025-04-13 22:01:38,TEST,pedra,0
24425a,2025-04-13 22:02:13,TEST,pedra,50
9b87f1,2025-04-13 22:03:08,TEST,pedra,100
fcea4b,2025-04-13 22:03:13,BACK,pedra,
4cc050,2025-04-13 22:03:28,SELF,pedra,"{c:100,a:6,s:5}"
6c2b39,2025-04-13 22:13:55,PICK,casais,
20855f,2025-04-13 22:13:58,TEST,casais,0
b57a52,2025-04-13 22:14:17,TEST,casais,0
644058,2025-04-13 22:17:23,TEST,casais,0
f4086b,2025-04-13 22:17:30,FREE,casais,
d7e1c0,2025-04-13 22:35:44,TEST,casais,100
74bb64,2025-04-13 22:41:56,BACK,casais,
5a4ed6,2025-04-13 22:42:12,SELF,pintando,"{c:100,a:6,s:5}"
c4418f,2025-04-13 22:42:19,SELF,mumia,"{c:80,a:6,s:5}"
85a23d,2025-04-13 22:42:25,SELF,mumia,"{c:100,a:6,s:5}"
44a4f0,2025-04-13 22:42:35,SELF,fuga,"{c:100,a:6,s:5}"
7004d8,2025-04-13 22:42:41,SELF,pedra,"{c:100,a:5,s:5}"
f113e5,2025-04-13 22:42:49,SELF,casais,"{c:100,a:5,s:5}"
df35d1,2025-04-13 22:42:51,PICK,baruel,
2293dd,2025-04-13 22:42:54,BACK,baruel,
affd5f,2025-04-13 22:42:57,SELF,baruel,"{c:100,a:6,s:5}"
9eb791,2025-04-13 22:42:59,PICK,gomos,
d4b0e6,2025-04-13 22:43:00,BACK,gomos,
baefae,2025-04-13 22:43:09,SELF,gomos,"{c:100,a:6,s:4}"
e1c47a,2025-04-13 22:43:27,QUIT,,
1daf6f,2025-04-13 22:43:58,OPEN,,
bb73fa,2025-04-13 22:44:20,SELF,gomos,"{c:100,a:5,s:4}"
a7168c,2025-04-13 22:45:11,OPEN,,
4b3354,2025-04-13 22:45:36,PICK,princesa,
ee53ab,2025-04-13 22:45:43,TEST,princesa,0
f77d31,2025-04-13 22:46:13,BACK,princesa,
08f328,2025-04-13 22:48:10,QUIT,,
b776a4,2025-04-14 10:25:12,OPEN,,
030575,2025-04-14 10:25:39,PICK,princesa,
68b6cb,2025-04-14 10:30:36,TEST,princesa,0
d9852a,2025-04-14 10:32:43,TEST,princesa,0
a2e2b3,2025-04-14 10:32:58,TEST,princesa,0
0296d1,2025-04-14 10:47:18,TEST,princesa,0
b919d6,2025-04-14 10:47:22,FREE,princesa,
6f2694,2025-04-14 10:53:13,TEST,princesa,0
7e692f,2025-04-14 10:53:17,BACK,princesa,
181323,2025-04-14 10:53:18,PICK,princesa,
b1de33,2025-04-14 10:53:23,TEST,princesa,0
70684f,2025-04-14 10:53:26,FREE,princesa,
7d1d74,2025-04-14 11:07:04,OPEN,,
d49dfc,2025-04-14 11:07:05,PICK,princesa,
6136e7,2025-04-14 11:07:22,OPEN,,
b4eeee,2025-04-14 11:07:30,DOWN,alternando,
73fcc9,2025-04-14 11:07:45,PICK,princesa,
e2fb56,2025-04-14 11:07:50,FREE,princesa,
2e35f2,2025-04-14 11:10:05,OPEN,,
809f68,2025-04-14 11:10:13,PICK,princesa,
6b83ba,2025-04-14 11:10:23,FREE,princesa,
e3c70c,2025-04-15 08:00:15,TEST,princesa,0
d72046,2025-04-15 08:00:55,TEST,princesa,0
8446aa,2025-04-15 08:01:04,TEST,princesa,0
2d96f2,2025-04-15 08:01:19,TEST,princesa,0
ede334,2025-04-15 08:01:24,TEST,princesa,0
dd321d,2025-04-15 08:02:39,TEST,princesa,0
a9deef,2025-04-15 08:02:43,TEST,princesa,0
91b9fe,2025-04-15 08:15:32,TEST,princesa,0
3536ab,2025-04-15 08:15:34,TEST,princesa,0
5b80a4,2025-04-15 08:18:34,TEST,princesa,0
9f5035,2025-04-15 08:18:47,TEST,princesa,0
1e3748,2025-04-15 08:21:18,TEST,princesa,0
56f6b0,2025-04-15 08:21:46,TEST,princesa,100
