time:2025-06-04 13:26:42, type:SELF, key:ListaIda, c:100, a:0, s:0, clear:0, fun:0, easy:0
time:2025-06-04 13:27:04, type:SELF, key:ListaIda, c:100, a:3, s:3, clear:0, fun:0, easy:0, e:0
